userid,itemid,rating,age,gender,occupation,zip,movietitle,releasedate
59,650,5,49,M,educator,8403,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",01/01/1957
405,376,5,22,F,healthcare,10019,Houseguest (1994),01/01/1994
325,114,5,48,M,technician,2139,Wallace & Gromit: The Best of Aardman Animation (1996),05/04/1996
286,535,5,27,M,student,15217,Addicted to Love (1997),23/05/1997
527,709,5,33,M,librarian,12180,Strictly Ballroom (1992),01/01/1992
270,583,5,18,F,student,63119,Romeo Is Bleeding (1993),01/01/1993
204,318,5,52,F,librarian,10960,Schindler's List (1993),01/01/1993
292,528,5,35,F,programmer,94703,"Killing Fields, The (1984)",01/01/1984
164,934,5,47,M,healthcare,80123,"Preacher's Wife, The (1996)",13/12/1996
68,275,5,19,M,student,22904,Sense and Sensibility (1995),01/01/1995
119,1166,5,32,M,programmer,67401,Love & Human Remains (1993),01/01/1993
249,1011,5,25,M,student,84103,2 Days in the Valley (1996),27/09/1996
553,265,5,58,M,educator,62901,"Hunt for Red October, The (1990)",01/01/1990
249,462,5,25,M,student,84103,Like Water For Chocolate (Como agua para chocolate) (1992),01/01/1992
263,511,5,41,M,programmer,55346,Lawrence of Arabia (1962),01/01/1962
536,163,5,38,M,engineer,30078,"Return of the Pink Panther, The (1974)",01/01/1974
372,79,5,25,F,student,66046,"Fugitive, The (1993)",01/01/1993
152,1053,5,33,F,educator,68767,Now and Then (1995),01/01/1995
447,89,5,30,M,administrator,55113,Blade Runner (1982),01/01/1982
138,56,5,46,M,doctor,53211,Pulp Fiction (1994),01/01/1994
383,517,5,42,M,administrator,75204,Manhattan (1979),01/01/1979
606,186,5,28,M,programmer,63044,"Blues Brothers, The (1980)",01/01/1980
69,50,5,24,M,engineer,55337,Star Wars (1977),01/01/1977
313,183,5,41,M,marketing,60035,Alien (1979),01/01/1979
119,537,5,32,M,programmer,67401,My Own Private Idaho (1991),01/01/1991
361,98,5,22,M,student,44074,"Silence of the Lambs, The (1991)",01/01/1991
90,488,5,60,M,educator,78155,Sunset Blvd. (1950),01/01/1950
312,166,5,48,M,other,2110,Manon of the Spring (Manon des sources) (1986),01/01/1986
508,180,5,27,M,marketing,19382,Apocalypse Now (1979),01/01/1979
87,204,5,47,M,administrator,89503,Back to the Future (1985),01/01/1985
176,222,5,28,M,scientist,7030,Star Trek: First Contact (1996),22/11/1996
573,211,5,68,M,retired,48911,M*A*S*H (1970),01/01/1970
514,210,5,27,M,programmer,20707,Indiana Jones and the Last Crusade (1989),01/01/1989
395,343,5,43,M,other,44092,Alien: Resurrection (1997),01/01/1997
504,257,5,40,F,writer,92115,Men in Black (1997),04/07/1997
462,321,5,19,F,student,2918,Mother (1996),25/12/1996
221,273,5,19,M,student,20685,Heat (1995),01/01/1995
507,405,5,18,F,writer,28450,Mission: Impossible (1996),22/05/1996
194,655,5,38,M,administrator,2154,Stand by Me (1986),01/01/1986
248,50,5,25,M,student,37235,Star Wars (1977),01/01/1977
416,199,5,20,F,student,92626,"Bridge on the River Kwai, The (1957)",01/01/1957
343,334,5,43,M,engineer,30093,U Turn (1997),01/01/1997
611,300,5,46,M,librarian,77008,Air Force One (1997),01/01/1997
493,176,5,22,M,engineer,60090,Aliens (1986),01/01/1986
130,403,5,20,M,none,60115,Batman (1989),01/01/1989
405,132,5,22,F,healthcare,10019,"Wizard of Oz, The (1939)",01/01/1939
119,132,5,32,M,programmer,67401,"Wizard of Oz, The (1939)",01/01/1939
528,50,5,18,M,student,55104,Star Wars (1977),01/01/1977
218,183,5,37,M,administrator,6513,Alien (1979),01/01/1979
551,193,5,25,M,programmer,55414,"Right Stuff, The (1983)",01/01/1983
270,164,5,18,F,student,63119,"Abyss, The (1989)",01/01/1989
556,132,5,35,F,educator,30606,"Wizard of Oz, The (1939)",01/01/1939
469,495,5,60,M,educator,78628,Around the World in 80 Days (1956),01/01/1956
388,569,5,31,M,other,36106,Wolf (1994),01/01/1994
553,89,5,58,M,educator,62901,Blade Runner (1982),01/01/1982
330,126,5,35,F,educator,33884,"Spitfire Grill, The (1996)",06/09/1996
416,121,5,20,F,student,92626,Independence Day (ID4) (1996),03/07/1996
506,611,5,46,M,programmer,3869,Laura (1944),01/01/1944
532,404,5,20,M,student,92705,Pinocchio (1940),01/01/1940
533,568,5,43,M,librarian,2324,Speed (1994),01/01/1994
13,193,5,47,M,educator,29206,"Right Stuff, The (1983)",01/01/1983
144,135,5,53,M,programmer,20910,2001: A Space Odyssey (1968),01/01/1968
330,866,5,35,F,educator,33884,Michael (1996),25/12/1996
221,96,5,19,M,student,20685,Terminator 2: Judgment Day (1991),01/01/1991
606,147,5,28,M,programmer,63044,"Long Kiss Goodnight, The (1996)",05/10/1996
238,286,5,42,F,administrator,44124,"English Patient, The (1996)",15/11/1996
332,470,5,20,M,student,40504,Tombstone (1993),01/01/1993
476,186,5,28,M,student,60440,"Blues Brothers, The (1980)",01/01/1980
592,201,5,18,M,student,97520,Evil Dead II (1987),01/01/1987
437,582,5,27,F,other,20009,"Piano, The (1993)",01/01/1993
222,28,5,29,M,programmer,27502,Apollo 13 (1995),01/01/1995
582,750,5,17,M,student,93003,Amistad (1997),18/12/1997
296,251,5,43,F,administrator,16803,Shall We Dance? (1996),11/07/1997
527,22,5,33,M,librarian,12180,Braveheart (1995),16/02/1996
312,505,5,48,M,other,2110,Dial M for Murder (1954),01/01/1954
437,736,5,27,F,other,20009,Shadowlands (1993),01/01/1993
551,127,5,25,M,programmer,55414,"Godfather, The (1972)",01/01/1972
405,215,5,22,F,healthcare,10019,Field of Dreams (1989),01/01/1989
353,332,5,25,M,scientist,28480,Kiss the Girls (1997),01/01/1997
151,50,5,38,F,administrator,48103,Star Wars (1977),01/01/1977
493,150,5,22,M,engineer,60090,Swingers (1996),18/10/1996
151,499,5,38,F,administrator,48103,Cat on a Hot Tin Roof (1958),01/01/1958
213,284,5,33,M,executive,55345,Tin Cup (1996),16/08/1996
416,50,5,20,F,student,92626,Star Wars (1977),01/01/1977
595,1134,5,25,M,programmer,31909,Get on the Bus (1996),16/10/1996
85,485,5,51,M,educator,20003,My Fair Lady (1964),01/01/1964
90,464,5,60,M,educator,78155,Vanya on 42nd Street (1994),01/01/1994
532,750,5,20,M,student,92705,Amistad (1997),18/12/1997
193,199,5,29,M,student,49931,"Bridge on the River Kwai, The (1957)",01/01/1957
344,14,5,30,F,librarian,94117,"Postino, Il (1994)",01/01/1994
457,186,5,33,F,salesman,30011,"Blues Brothers, The (1980)",01/01/1980
239,489,5,39,M,artist,95628,Notorious (1946),01/01/1946
592,184,5,18,M,student,97520,Army of Darkness (1993),01/01/1993
597,300,5,23,M,other,84116,Air Force One (1997),01/01/1997
615,517,5,38,M,educator,27705,Manhattan (1979),01/01/1979
303,56,5,19,M,student,14853,Pulp Fiction (1994),01/01/1994
95,71,5,31,M,administrator,10707,"Lion King, The (1994)",01/01/1994
361,657,5,22,M,student,44074,"Manchurian Candidate, The (1962)",01/01/1962
437,151,5,27,F,other,20009,Willy Wonka and the Chocolate Factory (1971),01/01/1971
151,81,5,38,F,administrator,48103,"Hudsucker Proxy, The (1994)",01/01/1994
403,748,5,37,M,other,6811,"Saint, The (1997)",14/03/1997
316,651,5,43,F,other,77009,Glory (1989),01/01/1989
409,98,5,48,M,administrator,98225,"Silence of the Lambs, The (1991)",01/01/1991
618,185,5,15,F,student,44212,Psycho (1960),01/01/1960
246,219,5,19,M,student,28734,"Nightmare on Elm Street, A (1984)",01/01/1984
599,282,5,22,F,student,R3T5K,"Time to Kill, A (1996)",13/07/1996
314,202,5,20,F,student,8043,Groundhog Day (1993),01/01/1993
608,65,5,22,M,other,10003,What's Eating Gilbert Grape (1993),01/01/1993
264,182,5,36,F,writer,90064,GoodFellas (1990),01/01/1990
603,172,5,21,M,programmer,47905,"Empire Strikes Back, The (1980)",01/01/1980
409,172,5,48,M,administrator,98225,"Empire Strikes Back, The (1980)",01/01/1980
318,527,5,65,M,retired,6518,Gandhi (1982),01/01/1982
363,185,5,20,M,student,87501,Psycho (1960),01/01/1960
271,194,5,51,M,engineer,22932,"Sting, The (1973)",01/01/1973
599,873,5,22,F,student,R3T5K,Picture Perfect (1997),01/08/1997
13,900,5,47,M,educator,29206,Kundun (1997),25/12/1997
164,742,5,47,M,healthcare,80123,Ransom (1996),08/11/1996
378,22,5,35,M,student,2859,Braveheart (1995),16/02/1996
256,5,5,35,F,none,39042,Copycat (1995),01/01/1995
145,816,5,31,M,entertainment,V3N4P,Candyman: Farewell to the Flesh (1995),01/01/1995
387,228,5,33,M,entertainment,37412,Star Trek: The Wrath of Khan (1982),01/01/1982
365,100,5,29,M,lawyer,20009,Fargo (1996),14/02/1997
620,71,5,18,F,writer,81648,"Lion King, The (1994)",01/01/1994
591,191,5,57,F,librarian,92093,Amadeus (1984),01/01/1984
335,307,5,45,M,executive,33775,"Devil's Advocate, The (1997)",01/01/1997
508,506,5,27,M,marketing,19382,Rebel Without a Cause (1955),01/01/1955
499,1302,5,42,M,programmer,75006,Late Bloomers (1996),06/06/1997
330,31,5,35,F,educator,33884,Crimson Tide (1995),01/01/1995
383,285,5,42,M,administrator,75204,Secrets & Lies (1996),04/10/1996
585,1512,5,69,M,librarian,98501,"World of Apu, The (Apur Sansar) (1959)",05/04/1996
293,506,5,24,M,writer,60804,Rebel Without a Cause (1955),01/01/1955
558,19,5,56,F,writer,63132,Antonia's Line (1995),01/01/1995
178,313,5,26,M,other,49512,Titanic (1997),01/01/1997
362,350,5,35,F,homemaker,85233,Fallen (1998),16/01/1998
128,651,5,24,F,marketing,20009,Glory (1989),01/01/1989
283,56,5,28,M,programmer,55305,Pulp Fiction (1994),01/01/1994
332,227,5,20,M,student,40504,Star Trek VI: The Undiscovered Country (1991),01/01/1991
13,177,5,47,M,educator,29206,"Good, The Bad and The Ugly, The (1966)",01/01/1966
583,12,5,44,M,engineer,29631,"Usual Suspects, The (1995)",14/08/1995
252,475,5,42,M,engineer,7733,Trainspotting (1996),19/07/1996
7,679,5,57,M,administrator,91344,Conan the Barbarian (1981),01/01/1981
286,336,5,27,M,student,15217,Playing God (1997),01/01/1997
567,517,5,24,M,entertainment,10003,Manhattan (1979),01/01/1979
385,238,5,36,M,writer,10003,Raising Arizona (1987),01/01/1987
4,329,5,24,M,technician,43537,Desperate Measures (1998),30/01/1998
301,82,5,24,M,student,55439,Jurassic Park (1993),01/01/1993
568,474,5,39,M,educator,1915,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),01/01/1963
425,357,5,19,M,student,58644,One Flew Over the Cuckoo's Nest (1975),01/01/1975
388,266,5,31,M,other,36106,Kull the Conqueror (1997),29/08/1997
503,498,5,50,F,writer,27514,"African Queen, The (1951)",01/01/1951
379,204,5,44,M,programmer,98117,Back to the Future (1985),01/01/1985
371,527,5,36,M,engineer,99206,Gandhi (1982),01/01/1982
330,651,5,35,F,educator,33884,Glory (1989),01/01/1989
278,288,5,37,F,librarian,30033,Scream (1996),20/12/1996
125,191,5,30,M,lawyer,22202,Amadeus (1984),01/01/1984
239,150,5,39,M,artist,95628,Swingers (1996),18/10/1996
435,168,5,24,M,engineer,60007,Monty Python and the Holy Grail (1974),01/01/1974
472,204,5,24,M,student,87544,Back to the Future (1985),01/01/1985
500,235,5,28,M,administrator,94305,Mars Attacks! (1996),13/12/1996
506,404,5,46,M,programmer,3869,Pinocchio (1940),01/01/1940
210,423,5,39,M,engineer,3060,E.T. the Extra-Terrestrial (1982),01/01/1982
527,514,5,33,M,librarian,12180,Annie Hall (1977),01/01/1977
561,640,5,23,M,engineer,60005,"Cook the Thief His Wife & Her Lover, The (1989)",01/01/1989
284,268,5,40,M,executive,92629,Chasing Amy (1997),01/01/1997
592,847,5,18,M,student,97520,Looking for Richard (1996),11/10/1996
97,153,5,43,M,artist,98006,"Fish Called Wanda, A (1988)",01/01/1988
613,258,5,37,F,marketing,29678,Contact (1997),11/07/1997
339,427,5,35,M,lawyer,37901,To Kill a Mockingbird (1962),01/01/1962
538,97,5,31,M,scientist,21010,Dances with Wolves (1990),01/01/1990
559,315,5,69,M,executive,10022,Apt Pupil (1998),23/10/1998
15,292,5,49,F,educator,97301,Rosewood (1997),21/02/1997
577,365,5,36,F,student,77845,Powder (1995),01/01/1995
235,522,5,37,M,educator,22973,Down by Law (1986),01/01/1986
383,203,5,42,M,administrator,75204,Unforgiven (1992),01/01/1992
303,170,5,19,M,student,14853,Cinema Paradiso (1988),01/01/1988
37,50,5,23,M,student,55105,Star Wars (1977),01/01/1977
263,194,5,41,M,programmer,55346,"Sting, The (1973)",01/01/1973
201,179,5,27,M,writer,E2A4H,"Clockwork Orange, A (1971)",01/01/1971
588,99,5,18,F,student,93063,Snow White and the Seven Dwarfs (1937),01/01/1937
534,456,5,20,M,student,5464,Beverly Hills Ninja (1997),17/01/1997
315,175,5,31,M,educator,18301,Brazil (1985),01/01/1985
575,173,5,33,M,marketing,46032,"Princess Bride, The (1987)",01/01/1987
345,50,5,28,F,librarian,94143,Star Wars (1977),01/01/1977
619,117,5,17,M,student,44134,"Rock, The (1996)",07/06/1996
24,357,5,21,F,artist,94533,One Flew Over the Cuckoo's Nest (1975),01/01/1975
144,318,5,53,M,programmer,20910,Schindler's List (1993),01/01/1993
267,179,5,23,M,engineer,83716,"Clockwork Orange, A (1971)",01/01/1971
423,302,5,64,M,other,91606,L.A. Confidential (1997),01/01/1997
486,7,5,39,M,educator,93101,Twelve Monkeys (1995),01/01/1995
484,227,5,27,M,student,21208,Star Trek VI: The Undiscovered Country (1991),01/01/1991
426,185,5,55,M,educator,1602,Psycho (1960),01/01/1960
416,763,5,20,F,student,92626,Happy Gilmore (1996),16/02/1996
137,385,5,50,M,educator,84408,True Lies (1994),01/01/1994
109,174,5,29,M,other,55423,Raiders of the Lost Ark (1981),01/01/1981
514,239,5,27,M,programmer,20707,Sneakers (1992),01/01/1992
465,175,5,32,M,other,5001,Brazil (1985),01/01/1985
551,471,5,25,M,programmer,55414,Courage Under Fire (1996),08/03/1996
130,427,5,20,M,none,60115,To Kill a Mockingbird (1962),01/01/1962
450,506,5,35,F,educator,11758,Rebel Without a Cause (1955),01/01/1955
592,157,5,18,M,student,97520,Platoon (1986),01/01/1986
75,25,5,24,M,entertainment,8816,"Birdcage, The (1996)",08/03/1996
535,58,5,45,F,educator,80302,Quiz Show (1994),01/01/1994
109,451,5,29,M,other,55423,Grease (1978),01/01/1978
450,313,5,35,F,educator,11758,Titanic (1997),01/01/1997
615,1021,5,38,M,educator,27705,8 1/2 (1963),01/01/1963
197,526,5,55,M,technician,75094,Ben-Hur (1959),01/01/1959
274,9,5,20,F,student,55414,Dead Man Walking (1995),01/01/1995
379,251,5,44,M,programmer,98117,Shall We Dance? (1996),11/07/1997
315,513,5,31,M,educator,18301,"Third Man, The (1949)",01/01/1949
50,1010,5,21,M,writer,52245,Basquiat (1996),16/08/1996
566,207,5,20,M,student,14627,Cyrano de Bergerac (1990),01/01/1990
585,863,5,69,M,librarian,98501,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",08/11/1996
450,1221,5,35,F,educator,11758,When a Man Loves a Woman (1994),01/01/1994
208,371,5,43,M,engineer,1720,"Bridges of Madison County, The (1995)",09/02/1996
523,181,5,50,F,administrator,4102,Return of the Jedi (1983),14/03/1997
318,269,5,65,M,retired,6518,"Full Monty, The (1997)",01/01/1997
358,582,5,40,M,educator,10022,"Piano, The (1993)",01/01/1993
280,13,5,30,F,librarian,22903,Mighty Aphrodite (1995),30/10/1995
435,433,5,24,M,engineer,60007,Heathers (1989),01/01/1989
59,137,5,49,M,educator,8403,Big Night (1996),20/09/1996
121,742,5,54,M,librarian,99603,Ransom (1996),08/11/1996
336,70,5,23,M,salesman,42101,Four Weddings and a Funeral (1994),01/01/1994
312,519,5,48,M,other,2110,"Treasure of the Sierra Madre, The (1948)",01/01/1948
312,432,5,48,M,other,2110,Fantasia (1940),01/01/1940
499,1101,5,42,M,programmer,75006,Six Degrees of Separation (1993),01/01/1993
59,288,5,49,M,educator,8403,Scream (1996),20/12/1996
174,747,5,30,F,administrator,52302,Benny & Joon (1993),01/01/1993
52,126,5,18,F,student,55105,"Spitfire Grill, The (1996)",06/09/1996
64,520,5,32,M,educator,43202,"Great Escape, The (1963)",01/01/1963
543,371,5,33,M,scientist,95123,"Bridges of Madison County, The (1995)",09/02/1996
606,96,5,28,M,programmer,63044,Terminator 2: Judgment Day (1991),01/01/1991
95,144,5,31,M,administrator,10707,Die Hard (1988),01/01/1988
561,346,5,23,M,engineer,60005,Jackie Brown (1997),01/01/1997
487,79,5,22,M,engineer,92121,"Fugitive, The (1993)",01/01/1993
518,696,5,49,F,writer,99709,City Hall (1996),16/02/1996
593,196,5,31,F,educator,68767,Dead Poets Society (1989),01/01/1989
474,276,5,51,M,executive,93711,Leaving Las Vegas (1995),01/01/1995
417,173,5,27,F,other,48103,"Princess Bride, The (1987)",01/01/1987
97,663,5,43,M,artist,98006,Being There (1979),01/01/1979
534,1199,5,20,M,student,5464,Cemetery Man (Dellamorte Dellamore) (1994),12/04/1996
512,527,5,29,M,other,20090,Gandhi (1982),01/01/1982
259,154,5,21,M,student,48823,Monty Python's Life of Brian (1979),01/01/1979
427,937,5,51,M,doctor,85258,"Thousand Acres, A (1997)",01/01/1997
521,206,5,19,M,student,2146,Akira (1988),01/01/1988
499,8,5,42,M,programmer,75006,Babe (1995),01/01/1995
417,15,5,27,F,other,48103,Mr. Holland's Opus (1995),29/01/1996
389,185,5,44,F,writer,83702,Psycho (1960),01/01/1960
72,98,5,48,F,administrator,73034,"Silence of the Lambs, The (1991)",01/01/1991
532,11,5,20,M,student,92705,Seven (Se7en) (1995),01/01/1995
72,25,5,48,F,administrator,73034,"Birdcage, The (1996)",08/03/1996
121,357,5,54,M,librarian,99603,One Flew Over the Cuckoo's Nest (1975),01/01/1975
334,906,5,32,M,librarian,30002,Oscar & Lucinda (1997),31/12/1997
151,497,5,38,F,administrator,48103,Bringing Up Baby (1938),01/01/1938
496,774,5,21,F,student,55414,"Prophecy, The (1995)",01/01/1995
455,197,5,48,M,administrator,83709,"Graduate, The (1967)",01/01/1967
257,1129,5,17,M,student,77005,Chungking Express (1994),16/02/1996
532,195,5,20,M,student,92705,"Terminator, The (1984)",01/01/1984
387,93,5,33,M,entertainment,37412,Welcome to the Dollhouse (1995),24/05/1996
526,676,5,30,M,marketing,97124,"Crucible, The (1996)",27/11/1996
495,357,5,29,M,engineer,3052,One Flew Over the Cuckoo's Nest (1975),01/01/1975
535,813,5,45,F,educator,80302,"Celluloid Closet, The (1995)",15/03/1996
367,324,5,17,M,student,37411,Lost Highway (1997),21/02/1997
214,175,5,26,F,librarian,11231,Brazil (1985),01/01/1985
398,197,5,40,M,other,60008,"Graduate, The (1967)",01/01/1967
95,968,5,31,M,administrator,10707,"Inspector General, The (1949)",01/01/1949
82,523,5,50,M,programmer,22902,Cool Hand Luke (1967),01/01/1967
506,183,5,46,M,programmer,3869,Alien (1979),01/01/1979
457,357,5,33,F,salesman,30011,One Flew Over the Cuckoo's Nest (1975),01/01/1975
592,251,5,18,M,student,97520,Shall We Dance? (1996),11/07/1997
605,601,5,33,M,engineer,33716,For Whom the Bell Tolls (1943),01/01/1943
13,733,5,47,M,educator,29206,Go Fish (1994),01/01/1994
588,143,5,18,F,student,93063,"Sound of Music, The (1965)",01/01/1965
481,659,5,73,M,retired,37771,Arsenic and Old Lace (1944),01/01/1944
127,271,5,33,M,none,73439,Starship Troopers (1997),01/01/1997
470,50,5,24,M,programmer,10021,Star Wars (1977),01/01/1977
42,419,5,30,M,administrator,17870,Mary Poppins (1964),01/01/1964
606,763,5,28,M,programmer,63044,Happy Gilmore (1996),16/02/1996
489,266,5,55,M,other,45218,Kull the Conqueror (1997),29/08/1997
562,418,5,54,F,administrator,20879,Cinderella (1950),01/01/1950
411,50,5,34,M,educator,44691,Star Wars (1977),01/01/1977
592,318,5,18,M,student,97520,Schindler's List (1993),01/01/1993
236,318,5,44,F,writer,53214,Schindler's List (1993),01/01/1993
481,505,5,73,M,retired,37771,Dial M for Murder (1954),01/01/1954
311,173,5,32,M,technician,73071,"Princess Bride, The (1987)",01/01/1987
298,603,5,44,M,executive,1581,Rear Window (1954),01/01/1954
452,636,5,35,M,administrator,28018,Escape from New York (1981),01/01/1981
280,66,5,30,F,librarian,22903,While You Were Sleeping (1995),01/01/1995
